"282045";"155471";"16";"CLARO BR"
"282046";"155471";"16";"CLARO BR"
"282047";"155471";"16";"CLARO BR"
"282048";"155471";"16";"CLARO BR"
"282049";"155471";"16";"CLARO BR"
"282050";"155471";"16";"CLARO BR"
"282051";"155471";"16";"CLARO BR"
"282052";"155471";"16";"CLARO BR"
"282053";"155471";"16";"CLARO BR"
"282057";"155471";"19";"CLARO BR"
"282058";"155471";"19";"CLARO BR"
"282059";"155471";"19";"CLARO BR"
"282060";"155471";"19";"CLARO BR"
"282061";"155471";"19";"CLARO BR"
"282062";"155471";"19";"CLARO BR"
"282045";"155472";"16";"CLARO BR"
"282046";"155472";"16";"CLARO BR"
"282047";"155472";"16";"CLARO BR"
"282048";"155472";"16";"CLARO BR"
"282049";"155472";"16";"CLARO BR"
"282050";"155472";"16";"CLARO BR"
"282051";"155472";"16";"CLARO BR"
"282052";"155472";"16";"CLARO BR"
"282053";"155472";"16";"CLARO BR"
"282054";"155472";"16";"CLARO BR"
"282058";"155472";"19";"CLARO BR"
"282059";"155472";"19";"CLARO BR"
"282060";"155472";"19";"CLARO BR"
"282061";"155472";"19";"CLARO BR"
"282062";"155472";"19";"CLARO BR"
"282046";"155473";"16";"CLARO BR"
"282047";"155473";"16";"CLARO BR"
"282048";"155473";"16";"CLARO BR"
"282049";"155473";"16";"CLARO BR"
"282050";"155473";"16";"CLARO BR"
"282051";"155473";"16";"CLARO BR"
"282052";"155473";"16";"CLARO BR"
"282053";"155473";"16";"CLARO BR"
"282054";"155473";"16";"CLARO BR"
"282055";"155473";"16";"CLARO BR"
"282058";"155473";"19";"CLARO BR"
"282059";"155473";"19";"CLARO BR"
"282060";"155473";"19";"CLARO BR"
"282061";"155473";"19";"CLARO BR"
"282062";"155473";"19";"CLARO BR"
"282047";"155474";"16";"CLARO BR"
"282048";"155474";"16";"CLARO BR"
"282049";"155474";"16";"CLARO BR"
"282050";"155474";"16";"CLARO BR"
"282051";"155474";"16";"CLARO BR"
"282052";"155474";"16";"CLARO BR"
"282053";"155474";"16";"CLARO BR"
"282054";"155474";"16";"CLARO BR"
"282055";"155474";"16";"CLARO BR"
"282056";"155474";"16";"CLARO BR"
"282058";"155474";"19";"CLARO BR"
"282059";"155474";"19";"CLARO BR"
"282060";"155474";"19";"CLARO BR"
"282061";"155474";"19";"CLARO BR"
"282062";"155474";"19";"CLARO BR"
"282050";"155475";"16";"CLARO BR"
"282051";"155475";"16";"CLARO BR"
"282052";"155475";"16";"CLARO BR"
"282053";"155475";"16";"CLARO BR"
"282054";"155475";"16";"CLARO BR"
"282055";"155475";"16";"CLARO BR"
"282056";"155475";"16";"CLARO BR"
"282057";"155475";"16";"CLARO BR"
"282058";"155475";"19";"CLARO BR"
"282059";"155475";"19";"CLARO BR"
"282060";"155475";"19";"CLARO BR"
"282061";"155475";"19";"CLARO BR"
"282062";"155475";"19";"CLARO BR"
"282052";"155476";"16";"CLARO BR"
"282053";"155476";"16";"CLARO BR"
"282054";"155476";"16";"CLARO BR"
"282055";"155476";"17";"CLARO BR"
"282056";"155476";"17";"CLARO BR"
"282057";"155476";"17";"CLARO BR"
"282058";"155476";"17";"CLARO BR"
"282059";"155476";"19";"CLARO BR"
"282060";"155476";"19";"CLARO BR"
"282061";"155476";"19";"CLARO BR"
"282062";"155476";"19";"CLARO BR"
"282053";"155477";"16";"CLARO BR"
"282054";"155477";"16";"CLARO BR"
"282055";"155477";"17";"CLARO BR"
"282056";"155477";"17";"CLARO BR"
"282057";"155477";"17";"CLARO BR"
"282058";"155477";"17";"CLARO BR"
"282059";"155477";"17";"CLARO BR"
"282060";"155477";"19";"CLARO BR"
"282061";"155477";"19";"CLARO BR"
"282062";"155477";"19";"CLARO BR"
"282046";"155478";"18";"CLARO BR"
"282047";"155478";"18";"CLARO BR"
"282048";"155478";"18";"CLARO BR"
"282054";"155478";"16";"CLARO BR"
"282055";"155478";"17";"CLARO BR"
"282056";"155478";"17";"CLARO BR"
"282057";"155478";"17";"CLARO BR"
"282058";"155478";"17";"CLARO BR"
"282059";"155478";"16";"CLARO BR"
"282060";"155478";"18";"CLARO BR"
"282061";"155478";"18";"CLARO BR"
"282062";"155478";"20";"CLARO BR"
"282046";"155479";"18";"CLARO BR"
"282047";"155479";"18";"CLARO BR"
"282048";"155479";"18";"CLARO BR"
"282049";"155479";"18";"CLARO BR"
"282054";"155479";"17";"CLARO BR"
"282055";"155479";"17";"CLARO BR"
"282056";"155479";"18";"CLARO BR"
"282057";"155479";"17";"CLARO BR"
"282058";"155479";"17";"CLARO BR"
"282059";"155479";"18";"CLARO BR"
"282060";"155479";"18";"CLARO BR"
"282061";"155479";"19";"CLARO BR"
"282062";"155479";"20";"CLARO BR"
"282045";"155480";"15";"CLARO BR"
"282046";"155480";"16";"CLARO BR"
"282047";"155480";"18";"CLARO BR"
"282048";"155480";"18";"CLARO BR"
"282049";"155480";"18";"CLARO BR"
"282050";"155480";"18";"CLARO BR"
"282053";"155480";"17";"CLARO BR"
"282054";"155480";"17";"CLARO BR"
"282055";"155480";"18";"CLARO BR"
"282056";"155480";"18";"CLARO BR"
"282057";"155480";"19";"CLARO BR"
"282058";"155480";"19";"CLARO BR"
"282059";"155480";"19";"CLARO BR"
"282060";"155480";"18";"CLARO BR"
"282061";"155480";"16";"CLARO BR"
"282062";"155480";"15";"CLARO BR"
"282045";"155481";"15";"CLARO BR"
"282046";"155481";"16";"CLARO BR"
"282047";"155481";"17";"CLARO BR"
"282048";"155481";"16";"CLARO BR"
"282049";"155481";"18";"CLARO BR"
"282050";"155481";"18";"CLARO BR"
"282051";"155481";"18";"CLARO BR"
"282053";"155481";"17";"CLARO BR"
"282054";"155481";"17";"CLARO BR"
"282055";"155481";"18";"CLARO BR"
"282056";"155481";"18";"CLARO BR"
"282057";"155481";"18";"CLARO BR"
"282058";"155481";"19";"CLARO BR"
"282059";"155481";"17";"CLARO BR"
"282060";"155481";"16";"CLARO BR"
"282061";"155481";"15";"CLARO BR"
"282062";"155481";"17";"CLARO BR"
"282045";"155482";"15";"CLARO BR"
"282046";"155482";"16";"CLARO BR"
"282047";"155482";"17";"CLARO BR"
"282048";"155482";"17";"CLARO BR"
"282049";"155482";"18";"CLARO BR"
"282050";"155482";"18";"CLARO BR"
"282051";"155482";"19";"CLARO BR"
"282052";"155482";"17";"CLARO BR"
"282053";"155482";"17";"CLARO BR"
"282054";"155482";"17";"CLARO BR"
"282055";"155482";"17";"CLARO BR"
"282056";"155482";"18";"CLARO BR"
"282057";"155482";"18";"CLARO BR"
"282058";"155482";"18";"CLARO BR"
"282059";"155482";"18";"CLARO BR"
"282060";"155482";"19";"CLARO BR"
"282061";"155482";"19";"CLARO BR"
"282062";"155482";"22";"CLARO BR"
"282045";"155483";"15";"CLARO BR"
"282046";"155483";"15";"CLARO BR"
"282047";"155483";"16";"CLARO BR"
"282048";"155483";"16";"CLARO BR"
"282049";"155483";"16";"CLARO BR"
"282050";"155483";"16";"CLARO BR"
"282051";"155483";"19";"CLARO BR"
"282052";"155483";"19";"CLARO BR"
"282053";"155483";"17";"CLARO BR"
"282054";"155483";"17";"CLARO BR"
"282055";"155483";"17";"CLARO BR"
"282056";"155483";"18";"CLARO BR"
"282057";"155483";"18";"CLARO BR"
"282058";"155483";"18";"CLARO BR"
"282059";"155483";"19";"CLARO BR"
"282060";"155483";"20";"CLARO BR"
"282061";"155483";"21";"CLARO BR"
"282062";"155483";"22";"CLARO BR"
"282045";"155484";"15";"CLARO BR"
"282046";"155484";"15";"CLARO BR"
"282047";"155484";"16";"CLARO BR"
"282048";"155484";"16";"CLARO BR"
"282049";"155484";"17";"CLARO BR"
"282050";"155484";"17";"CLARO BR"
"282051";"155484";"20";"CLARO BR"
"282052";"155484";"19";"CLARO BR"
"282053";"155484";"19";"CLARO BR"
"282054";"155484";"17";"CLARO BR"
"282055";"155484";"17";"CLARO BR"
"282056";"155484";"17";"CLARO BR"
"282057";"155484";"18";"CLARO BR"
"282058";"155484";"18";"CLARO BR"
"282059";"155484";"19";"CLARO BR"
"282060";"155484";"19";"CLARO BR"
"282061";"155484";"20";"CLARO BR"
"282062";"155484";"22";"CLARO BR"
"282046";"155485";"15";"CLARO BR"
"282047";"155485";"15";"CLARO BR"
"282048";"155485";"16";"CLARO BR"
"282049";"155485";"18";"CLARO BR"
"282050";"155485";"18";"CLARO BR"
"282051";"155485";"21";"CLARO BR"
"282052";"155485";"23";"CLARO BR"
"282053";"155485";"21";"CLARO BR"
"282054";"155485";"18";"CLARO BR"
"282055";"155485";"17";"CLARO BR"
"282056";"155485";"17";"CLARO BR"
"282057";"155485";"17";"CLARO BR"
"282058";"155485";"17";"CLARO BR"
"282048";"155486";"20";"CLARO BR"
"282049";"155486";"23";"CLARO BR"
"282050";"155486";"23";"CLARO BR"
"282051";"155486";"23";"CLARO BR"
"282052";"155486";"22";"CLARO BR"
"282053";"155486";"19";"CLARO BR"
"282054";"155486";"19";"CLARO BR"
"282055";"155486";"18";"CLARO BR"
"282056";"155486";"17";"CLARO BR"
"282057";"155486";"17";"CLARO BR"
"282044";"155487";"17";"CLARO BR"
"282045";"155487";"17";"CLARO BR"
"282046";"155487";"17";"CLARO BR"
"282047";"155487";"17";"CLARO BR"
"282048";"155487";"17";"CLARO BR"
"282049";"155487";"19";"CLARO BR"
"282050";"155487";"19";"CLARO BR"
"282051";"155487";"20";"CLARO BR"
"282052";"155487";"20";"CLARO BR"
"282053";"155487";"19";"CLARO BR"
"282054";"155487";"19";"CLARO BR"
"282055";"155487";"18";"CLARO BR"
"282056";"155487";"17";"CLARO BR"
"282057";"155487";"17";"CLARO BR"
"282043";"155488";"17";"CLARO BR"
"282044";"155488";"17";"CLARO BR"
"282045";"155488";"17";"CLARO BR"
"282046";"155488";"17";"CLARO BR"
"282047";"155488";"17";"CLARO BR"
"282048";"155488";"17";"CLARO BR"
"282049";"155488";"17";"CLARO BR"
"282050";"155488";"17";"CLARO BR"
"282051";"155488";"17";"CLARO BR"
"282052";"155488";"19";"CLARO BR"
"282053";"155488";"19";"CLARO BR"
"282054";"155488";"19";"CLARO BR"
"282055";"155488";"19";"CLARO BR"
"282060";"155488";"17";"CLARO BR"
"282061";"155488";"17";"CLARO BR"
"282062";"155488";"18";"CLARO BR"
"282042";"155489";"17";"CLARO BR"
"282043";"155489";"17";"CLARO BR"
"282044";"155489";"17";"CLARO BR"
"282045";"155489";"17";"CLARO BR"
"282046";"155489";"17";"CLARO BR"
"282047";"155489";"17";"CLARO BR"
"282048";"155489";"17";"CLARO BR"
"282049";"155489";"17";"CLARO BR"
"282050";"155489";"17";"CLARO BR"
"282051";"155489";"17";"CLARO BR"
"282052";"155489";"17";"CLARO BR"
"282053";"155489";"17";"CLARO BR"
"282054";"155489";"18";"CLARO BR"
"282055";"155489";"18";"CLARO BR"
"282056";"155489";"17";"CLARO BR"
"282057";"155489";"17";"CLARO BR"
"282058";"155489";"17";"CLARO BR"
"282059";"155489";"17";"CLARO BR"
"282060";"155489";"17";"CLARO BR"
"282061";"155489";"17";"CLARO BR"
"282062";"155489";"18";"CLARO BR"
"282042";"155490";"17";"CLARO BR"
"282043";"155490";"17";"CLARO BR"
"282044";"155490";"17";"CLARO BR"
"282045";"155490";"17";"CLARO BR"
"282046";"155490";"16";"CLARO BR"
"282047";"155490";"17";"CLARO BR"
"282048";"155490";"17";"CLARO BR"
"282049";"155490";"17";"CLARO BR"
"282050";"155490";"17";"CLARO BR"
"282051";"155490";"17";"CLARO BR"
"282052";"155490";"17";"CLARO BR"
"282053";"155490";"17";"CLARO BR"
"282054";"155490";"18";"CLARO BR"
"282055";"155490";"18";"CLARO BR"
"282056";"155490";"17";"CLARO BR"
"282057";"155490";"17";"CLARO BR"
"282058";"155490";"17";"CLARO BR"
"282059";"155490";"17";"CLARO BR"
"282060";"155490";"17";"CLARO BR"
"282061";"155490";"17";"CLARO BR"
"282062";"155490";"18";"CLARO BR"
"282042";"155491";"17";"CLARO BR"
"282043";"155491";"17";"CLARO BR"
"282044";"155491";"17";"CLARO BR"
"282045";"155491";"17";"CLARO BR"
"282046";"155491";"17";"CLARO BR"
"282047";"155491";"17";"CLARO BR"
"282048";"155491";"17";"CLARO BR"
"282049";"155491";"17";"CLARO BR"
"282050";"155491";"17";"CLARO BR"
"282051";"155491";"17";"CLARO BR"
"282052";"155491";"17";"CLARO BR"
"282053";"155491";"17";"CLARO BR"
"282054";"155491";"18";"CLARO BR"
"282055";"155491";"18";"CLARO BR"
"282056";"155491";"18";"CLARO BR"
"282057";"155491";"17";"CLARO BR"
"282058";"155491";"17";"CLARO BR"
"282059";"155491";"17";"CLARO BR"
"282060";"155491";"17";"CLARO BR"
"282061";"155491";"17";"CLARO BR"
"282062";"155491";"18";"CLARO BR"
